# 4569 81
Language Region Globe Abbreviation Var1 Var2 Var3 Meaning Word
Penutian Coastal_Penutian Tsimshianic Coast_Tsimshian tsi 52.5 -129 YEAR k'ol
Penutian Coastal_Penutian Tsimshianic Coast_Tsimshian tsi 52.5 -129 burning_object lak
Penutian Coastal_Penutian Tsimshianic Coast_Tsimshian tsi 52.5 -129 FIRE lak
Penutian Coastal_Penutian Tsimshianic Coast_Tsimshian tsi 52.5 -129 firewood lak
Penutian Coastal_Penutian Tsimshianic Coast_Tsimshian tsi 52.5 -129 fuel lak
Penutian Coastal_Penutian Tsimshianic Coast_Tsimshian tsi 52.5 -129 heaven laxa
Penutian Coastal_Penutian Tsimshianic Coast_Tsimshian tsi 52.5 -129 SKY laxa
Penutian Coastal_Penutian Tsimshianic Coast_Tsimshian tsi 52.5 -129 storm laxa
Penutian Coastal_Penutian Tsimshianic Coast_Tsimshian tsi 52.5 -129 LAKE laxt'aa
Penutian Coastal_Penutian Tsimshianic Coast_Tsimshian tsi 52.5 -129 cement loop
Penutian Coastal_Penutian Tsimshianic Coast_Tsimshian tsi 52.5 -129 STONE/ROCK loop
Penutian Coastal_Penutian Tsimshianic Coast_Tsimshian tsi 52.5 -129 CLOUD(S) lo'otk
Penutian Coastal_Penutian Tsimshianic Coast_Tsimshian tsi 52.5 -129 SEA/OCEAN móon
Penutian Coastal_Penutian Tsimshianic Coast_Tsimshian tsi 52.5 -129 WATER móon
Penutian Coastal_Penutian Tsimshianic Coast_Tsimshian tsi 52.5 -129 SMOKE p'iyaan
Penutian Coastal_Penutian Tsimshianic Coast_Tsimshian tsi 52.5 -129 DAY/DAYTIME sah
Penutian Coastal_Penutian Tsimshianic Coast_Tsimshian tsi 52.5 -129 MOUNTAIN sa'niist
Penutian Coastal_Penutian Tsimshianic Coast_Tsimshian tsi 52.5 -129 LAKE t'aa
Penutian Coastal_Penutian Tsimshianic Coast_Tsimshian tsi 52.5 -129 ASH(ES) uuniksik
Penutian Coastal_Penutian Tsimshianic Coast_Tsimshian tsi 52.5 -129 embers uuniksik
Penutian Coastal_Penutian Tsimshianic Coast_Tsimshian tsi 52.5 -129 CLOUD(S) wukts'an
Penutian Coastal_Penutian Tsimshianic Coast_Tsimshian tsi 52.5 -129 DUST yuup
Penutian Coastal_Penutian Tsimshianic Coast_Tsimshian tsi 52.5 -129 EARTH/SOIL yuup
Penutian Coastal_Penutian Tsimshianic Coast_Tsimshian tsi 52.5 -129 ground yuup
Hokan Seri-Yuman Yuman Cocopa coc 32.33 -115 NIGHT cnyam
Hokan Seri-Yuman Yuman Cocopa coc 32.33 -115 air cxa
Hokan Seri-Yuman Yuman Cocopa coc 32.33 -115 Cocopa_totem cxa
Hokan Seri-Yuman Yuman Cocopa coc 32.33 -115 WIND cxa
Hokan Seri-Yuman Yuman Cocopa coc 32.33 -115 ASH(ES) kiˑmá
Hokan Seri-Yuman Yuman Cocopa coc 32.33 -115 CLOUD(S) kwiˑ
Hokan Seri-Yuman Yuman Cocopa coc 32.33 -115 hot_object kwƚyap
Hokan Seri-Yuman Yuman Cocopa coc 32.33 -115 STAR kwƚyap
Hokan Seri-Yuman Yuman Cocopa coc 32.33 -115 SAND ƚyšʔáˑ
Hokan Seri-Yuman Yuman Cocopa coc 32.33 -115 heaven maˑ
Hokan Seri-Yuman Yuman Cocopa coc 32.33 -115 SKY maˑ
Hokan Seri-Yuman Yuman Cocopa coc 32.33 -115 country maṭ
Hokan Seri-Yuman Yuman Cocopa coc 32.33 -115 EARTH/SOIL maṭ
Hokan Seri-Yuman Yuman Cocopa coc 32.33 -115 floor maṭ
Hokan Seri-Yuman Yuman Cocopa coc 32.33 -115 ground maṭ
Hokan Seri-Yuman Yuman Cocopa coc 32.33 -115 lot maṭ
Hokan Seri-Yuman Yuman Cocopa coc 32.33 -115 YEAR màṭkáˑm
Hokan Seri-Yuman Yuman Cocopa coc 32.33 -115 SAND màṭƚyšʔáˑ
Hokan Seri-Yuman Yuman Cocopa coc 32.33 -115 DUST miˑpúṭ
Hokan Seri-Yuman Yuman Cocopa coc 32.33 -115 clock nya
Hokan Seri-Yuman Yuman Cocopa coc 32.33 -115 DAY/DAYTIME nya
Hokan Seri-Yuman Yuman Cocopa coc 32.33 -115 SUN nya
Hokan Seri-Yuman Yuman Cocopa coc 32.33 -115 time nya
Hokan Seri-Yuman Yuman Cocopa coc 32.33 -115 SAND šʔáˑ
Hokan Seri-Yuman Yuman Cocopa coc 32.33 -115 SALT ṣʔir
Hokan Seri-Yuman Yuman Cocopa coc 32.33 -115 knife wiˑ
Hokan Seri-Yuman Yuman Cocopa coc 32.33 -115 metal wiˑ
Hokan Seri-Yuman Yuman Cocopa coc 32.33 -115 MOUNTAIN wiˑ
Hokan Seri-Yuman Yuman Cocopa coc 32.33 -115 STONE/ROCK wiˑ
Hokan Seri-Yuman Yuman Cocopa coc 32.33 -115 WATER xa
Hokan Seri-Yuman Yuman Cocopa coc 32.33 -115 SEA/OCEAN xakwṣʔíƚy
Hokan Seri-Yuman Yuman Cocopa coc 32.33 -115 LAKE xawíƚy
Hokan Seri-Yuman Yuman Cocopa coc 32.33 -115 RIVER xawíƚy
Hokan Seri-Yuman Yuman Cocopa coc 32.33 -115 month xƚyʔa
Hokan Seri-Yuman Yuman Cocopa coc 32.33 -115 MOON xƚyʔa
Hokan Seri-Yuman Yuman Cocopa coc 32.33 -115 ASH(ES) xmʔuƚ
Hokan Seri-Yuman Yuman Cocopa coc 32.33 -115 LAKE xnyu
Hokan Seri-Yuman Yuman Cocopa coc 32.33 -115 pond xnyu
Hokan Seri-Yuman Yuman Cocopa coc 32.33 -115 boulder xuˑr
Hokan Seri-Yuman Yuman Cocopa coc 32.33 -115 gravel xuˑr
Hokan Seri-Yuman Yuman Cocopa coc 32.33 -115 pebble xuˑr
Hokan Seri-Yuman Yuman Cocopa coc 32.33 -115 STONE/ROCK xuˑr
Hokan Seri-Yuman Yuman Cocopa coc 32.33 -115 mist xyay
Hokan Seri-Yuman Yuman Cocopa coc 32.33 -115 SMOKE xyay
Hokan Seri-Yuman Yuman Cocopa coc 32.33 -115 electricity ʔaʔáˑ
Hokan Seri-Yuman Yuman Cocopa coc 32.33 -115 embers ʔaʔáˑ
Hokan Seri-Yuman Yuman Cocopa coc 32.33 -115 FIRE ʔaʔáˑ
Penutian Gulf Muskogean Creek mus 34 -85 LAKE akhvsē-rakko
Penutian Gulf Muskogean Creek mus 34 -85 iron cvto
Penutian Gulf Muskogean Creek mus 34 -85 metal cvto
Penutian Gulf Muskogean Creek mus 34 -85 STONE/ROCK cvto
Penutian Gulf Muskogean Creek mus 34 -85 stove cvto
Penutian Gulf Muskogean Creek mus 34 -85 SMOKE ēkkocē
Penutian Gulf Muskogean Creek mus 34 -85 ASH(ES) ēsso
Penutian Gulf Muskogean Creek mus 34 -85 EARTH/SOIL fakke
Penutian Gulf Muskogean Creek mus 34 -85 air hotvlē
Penutian Gulf Muskogean Creek mus 34 -85 breeze hotvlē
Penutian Gulf Muskogean Creek mus 34 -85 WIND hotvlē
Penutian Gulf Muskogean Creek mus 34 -85 RIVER hvcce
Penutian Gulf Muskogean Creek mus 34 -85 MOON hvrēssē
Penutian Gulf Muskogean Creek mus 34 -85 month hvse
Penutian Gulf Muskogean Creek mus 34 -85 SUN hvse
Penutian Gulf Muskogean Creek mus 34 -85 STAR kocecvmpv
Penutian Gulf Muskogean Creek mus 34 -85 STAR kolvswv
Penutian Gulf Muskogean Creek mus 34 -85 MOUNTAIN kvnhvlwe-rakko
Penutian Gulf Muskogean Creek mus 34 -85 summer meskē
Penutian Gulf Muskogean Creek mus 34 -85 YEAR meskē
Penutian Gulf Muskogean Creek mus 34 -85 DUST mokkē
Penutian Gulf Muskogean Creek mus 34 -85 pollen mokkē
Penutian Gulf Muskogean Creek mus 34 -85 NIGHT nerē
Penutian Gulf Muskogean Creek mus 34 -85 MOON nerē-hvse
Penutian Gulf Muskogean Creek mus 34 -85 SUN netta-hvse
Penutian Gulf Muskogean Creek mus 34 -85 DAY/DAYTIME nettv
Penutian Gulf Muskogean Creek mus 34 -85 YEAR ohrolopē
Penutian Gulf Muskogean Creek mus 34 -85 SALT okcvnwv
Penutian Gulf Muskogean Creek mus 34 -85 SAND oktahv
Penutian Gulf Muskogean Creek mus 34 -85 SKY sutv
Penutian Gulf Muskogean Creek mus 34 -85 FIRE totkv
Penutian Gulf Muskogean Creek mus 34 -85 SEA/OCEAN ue-hosē
Penutian Gulf Muskogean Creek mus 34 -85 LAKE ue-hvsē-rakko
Penutian Gulf Muskogean Creek mus 34 -85 SEA/OCEAN ue-melohlv
Penutian Gulf Muskogean Creek mus 34 -85 whirlpool ue-melohlv
Penutian Gulf Muskogean Creek mus 34 -85 WATER uewv
Penutian Gulf Muskogean Creek mus 34 -85 CLOUD(S) vholocē
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 country ahelhe
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 EARTH/SOIL ahelhe
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 ground ahelhe
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 SAND ahelhe
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 world ahelhe
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 SUN aherrke
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 time aherrke
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 CLOUD(S) akulye
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 LAKE alaye
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 puddle alaye
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 SEA/OCEAN alaye
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 swamp alaye
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 SUN alernnge
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 sunlight alernnge
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 heaven alkere
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 SKY alkere
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 SALT apirnte
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 boulder apwerte
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 hill apwerte
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 money apwerte
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 MOUNTAIN apwerte
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 pebble apwerte
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 STONE/ROCK apwerte
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 ASH(ES) arlpmenye
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 24hr_period arlte
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 DAY/DAYTIME arlte
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 sunlight arlte
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 weather arlte
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 DAY/DAYTIME artenye
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 sunlight artenye
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 MOON ataye
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 month atnyentye
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 MOON atnyentye
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 moonlight atnyentye
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 ASH(ES) ikwentye
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 24hr_period ingwe
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 darkness ingwe
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 NIGHT ingwe
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 rain kwatye
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 rain-related_weather kwatye
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 WATER kwatye
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 STAR kwerralye
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 cigarette kwerte
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 SMOKE kwerte
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 smoking kwerte
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 RIVER lhere
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 SAND lhere
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 stream lhere
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 SUN ngkenye
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 air rlke
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 breeze rlke
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 WIND rlke
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 FIRE ure
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 firewood ure
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 DUST urlpmernte
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 dust_haze urlpmernte
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 dust_storm urlpmernte
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 heat_of_sun uterne
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 summer uterne
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 SUN uterne
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 time uterne
Australian Australian Pama-Nyungan E_and_Central_Arrernte aer -24 136 YEAR uterne
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 MOUNTAIN akamba_obǘt
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 RIVER akpá
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 LAKE ë́biët_udiö́khömöñ
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 pond ë́biët_udiö́khömöñ
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 puddle ë́biët_udiö́khömöñ
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 RIVER ëká_idïm
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 spring ëká_idïm
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 heaven ényöñ
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 lift ényöñ
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 SKY ényöñ
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 surface ényöñ
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 top ényöñ
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 CLOUD(S) idiö́k_enyöñ
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 color idiö́k_enyöñ
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 mixture_of_colors idiö́k_enyöñ
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 threatening_sky idiö́k_enyöñ
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 anger íkañ
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 FIRE íkañ
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 CLOUD(S) ikpá-enyöñ
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 heaven ikpá-enyöñ
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 SALT ínuñ
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 WATER iñwöñ
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 RIVER ínyañ
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 SEA/OCEAN ínyañ
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 tide ínyañ
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 bottom ísöñ
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 EARTH/SOIL ísöñ
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 floor ísöñ
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 ground ísöñ
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 hatch_or_trap_door ísöñ
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 YEAR ísua
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 pebble ítiat
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 STONE/ROCK ítiat
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 LAKE mkpödiö́khömöñ
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 pond mkpödiö́khömöñ
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 liquid 'möñ
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 RIVER 'möñ
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 SEA/OCEAN 'möñ
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 tide 'möñ
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 WATER 'möñ
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 LAKE ndiö́khömöñ
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 pond ndiö́khömöñ
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 puddle ndiö́khömöñ
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 mist nsúñ-ikañ
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 SMOKE nsúñ-ikañ
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 a_plant_which_ejects_a_dust ńtan
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 clay ńtan
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 DUST ńtan
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 EARTH/SOIL ńtan
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 SAND ńtan
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 STAR ntantáfiöñ
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 ASH(ES) ńtöñ
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 dimness_of_vision ńtöñ
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 DUST ńtöñ
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 stour ńtöñ
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 DUST óbu
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 stour óbu
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 country obǘt
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 EARTH/SOIL obǘt
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 ground obǘt
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 air ófïm
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 atmosphere ófïm
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 breeze ófïm
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 WIND ófïm
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 circular_figure_in_a_painting ö́fiöñ
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 month ö́fiöñ
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 MOON ö́fiöñ
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 anything_making_dusty ökö́p
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 DUST ökö́p
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 EARTH/SOIL ökö́p
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 NIGHT okǘnoyu
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 flood úquä
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 RIVER úquä
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 stream úquä
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 24hr_period úsen
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 period_of_time úsen
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 SUN útïn
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 DAY/DAYTIME uwémëyu
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 noon uwémëyu
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 exhalation úye
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 heat úye
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 influence úye
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 mist úye
Niger-Congo_proper C&S_Niger-Congo Cross_River Efik efi 4.92 8.55 SMOKE úye
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 SEA/OCEAN aalto
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 wave aalto
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 SUN aurinko
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 gravel hiekka
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 SAND hiekka
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 evening ilta
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 NIGHT ilta
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 LAKE järvi
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 RIVER joki
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 stream joki
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 boulder kivi
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 calculus kivi
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 cobble kivi
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 concretion kivi
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 flint kivi
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 gem kivi
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 pebble kivi
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 putamen kivi
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 ruby kivi
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 seed kivi
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 STONE/ROCK kivi
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 tombstone kivi
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 month kuu
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 MOON kuu
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 country maa
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 EARTH/SOIL maa
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 ground maa
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 suit_(cards) maa
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 world maa
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 SEA/OCEAN meri
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 compost multa
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 EARTH/SOIL multa
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 anniversary päivä
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 date päivä
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 DAY/DAYTIME päivä
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 meeting päivä
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 SUN päivä
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 time päivä
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 CLOUD(S) pilvi
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 DUST pöly
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 powder pöly
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 ASH(ES) saarni
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 SAND santa
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 SMOKE savu
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 SALT suola
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 asterisk tähti
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 celebrity tähti
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 STAR tähti
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 heaven taivas
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 SKY taivas
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 DUST tomu
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 mortal_clay tomu
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 ASH(ES) tuhka
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 FIRE tuli
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 light tuli
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 mood tuuli
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 WIND tuuli
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 FIRE valkea
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 rain vesi
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 WATER vesi
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 current virta
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 electricity virta
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 RIVER virta
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 stream virta
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 alp vuori
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 hill vuori
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 MOUNTAIN vuori
Uralic-Yukaghir Uralic Finnic Finnish fin 62 25 pile vuori
